creation[n],8.70724022074
concert[n],8.7033030682
theatrical[j],8.41061572051
oratorio[n],7.9773909766
performer[n],7.73764983652
pantomimic[j],7.47418815503
ballet[j],7.45071848494
pantomime[n],7.43179577148
practically[r],7.40733141388
psychical[n],7.33397803252
musical[j],7.28220766033
entertainment[n],7.19904530318
theatricals[n],7.18506980473
dance[n],7.18254218624
troupe[n],7.1635305413
operatic[j],7.1482717869
orchestra[n],7.14118973237
vaudeville[n],7.0812366281
tannhauser[n],7.05212943041
exhibition[n],7.01227085972
rôles[n],7.00423704702
orchestral[j],6.99709065852
choral[j],6.98175379011
composer[n],6.93477060307
cantata[n],6.93116236453
repertory[n],6.90207427936
pianoforte[n],6.86112280021
dramas[n],6.83513631089
quartet[n],6.83493299177
latest[j],6.83251377176
acrobatic[j],6.80845132881
festivity[n],6.78028170706
gewandhaus[n],6.77499981634
theatre[n],6.74831311283
oniegin[n],6.73977582982
handel[n],6.73014866768
lyceum[n],6.7181986471
piano-forte[j],6.68320850949
symphony[n],6.67215095275
dramatic[j],6.66734266922
weber[n],6.64754676532
festival[n],6.6433389522
amateur[n],6.64116335795
haydn[n],6.63914384151
libretto[n],6.62483962573
interlude[n],6.61530191055
pastime[n],6.61257489666
impromptu[j],6.59410239815
actor[n],6.59026573132
pianist[n],6.57023024225
soloist[n],6.56743555028
bayreuth[n],6.5413040541
dancer[n],6.5355981033
one-act[j],6.53440298928
tichatschek[n],6.52547975864
serenade[n],6.52151737042
paganini[n],6.51547563721
fêtes[n],6.50542377879
choreography[n],6.50445741651
concerto[n],6.50279804378
ballet[n],6.49660171735
philharmonic[n],6.49319898143
carnival[n],6.48904363622
opera[n],6.48679660548
masque[n],6.48548817737
operetta[n],6.48437071092
masquerade[n],6.46880941219
open-air[j],6.4567437897
singer[n],6.45517798136
meyerbeer[n],6.44117387259
vocalist[n],6.42823250707
dancing[n],6.4205800936
overture[n],6.39836839134
devotions[n],6.39650521301
firework[n],6.39045820744
tableaux[n],6.3886692171
violin[n],6.38259875296
chess[n],6.38126573494
musician[n],6.38048702278
burlesque[j],6.37855092731
derivative[j],6.36369378624
ceremonial[n],6.35104404263
spohr[n],6.34937788443
first-night[j],6.34908186539
print[v],6.34102077968
boccherini[n],6.3250147854
matinées[n],6.32063176461
music[n],6.30191981066
schubert[n],6.30084073669
symphonies[n],6.29602701813
obsequy[n],6.2828863711
virtuosi[n],6.26965048349
theatrical[n],6.26010990887
matinée[n],6.25809358484
violinist[n],6.2519756089
conservatorium[n],6.24659344208
rite[n],6.23960047004
recreation[n],6.23021559406
instrumentation[n],6.22840182563
mozart[n],6.22637269499
ball-playing[j],6.22389778764
virtuoso[j],6.21209605758
repertoire[n],6.21028166813
chamber-music[j],6.20299058668
ceremony[n],6.20072909886
crociato[n],6.20047543488
antic[n],6.19431749554
