122761444.txt,0,381,381,1,Y,Y,1.0,0,381,HybridEvaluator=0.2994684982146698
247344206.txt,0,113,113,1,Y,Y,1.0,0,113,HybridEvaluator=0.13268107548356056
28124169.txt,0,208,208,1,Y,Y,1.0,0,208,HybridEvaluator=0.08347745638342523
1708559978.txt,0,182,182,1,Y,Y,1.0,0,182,HybridEvaluator=0.21670268658180952
829153173.txt,0,70,70,1,Y,Y,1.0,0,70,HybridEvaluator=0.14986103773117065
1837273399.txt,0,91,91,1,Y,Y,1.0,0,91,HybridEvaluator=0.07046064436435699
1557531270.txt,0,77,77,1,Y,Y,1.0,0,77,HybridEvaluator=0.21199516455332437
1292351125.txt,0,157,157,1,Y,Y,1.0,0,157,HybridEvaluator=0.1474800189584856
1388803170.txt,0,282,282,3,N,Y,1.0,0,282,HybridEvaluator=0.030938457875024705
1433530772.txt,0,83,83,2,Y,Y,1.0,0,83,HybridEvaluator=0.13742717674800328
32106622.txt,0,177,177,2,Y,Y,1.0,0,177,HybridEvaluator=0.16070261398951213
45241293.txt,0,195,195,1,Y,Y,1.0,0,195,HybridEvaluator=0.12469862488233817
1893896056.txt,0,250,250,1,N,Y,1.0,0,250,HybridEvaluator=0.03962562643492595
335162724.txt,0,203,203,1,Y,Y,1.0,0,203,HybridEvaluator=0.18216995894908905
2133032205.txt,0,302,302,2,Y,Y,1.0,0,302,HybridEvaluator=0.18057636510242114
375984490.txt,0,220,220,2,Y,Y,1.0,0,220,HybridEvaluator=0.1646818220615387
277341046.txt,0,416,416,5,Y,Y,1.0,0,416,HybridEvaluator=0.14987293681865557
2023642821.txt,0,804,804,4,Y,Y,1.0,0,804,HybridEvaluator=0.09331802139948552
1933726730.txt,0,638,638,6,Y,Y,1.0,0,638,HybridEvaluator=0.20222315532028784
1905600974.txt,0,384,384,2,Y,Y,1.0,0,384,HybridEvaluator=0.09298851869454504
2045063586.txt,0,375,375,1,Y,Y,1.0,0,375,HybridEvaluator=0.20046228497981153
1058170530.txt,0,139,139,1,Y,Y,1.0,0,139,HybridEvaluator=0.09089850983895593
124435369.txt,0,201,201,1,Y,Y,1.0,0,201,HybridEvaluator=0.13398433736674242
1723486702.txt,0,57,57,1,Y,Y,1.0,0,57,HybridEvaluator=0.26202635169029237
1515668514.txt,0,62,62,1,N,Y,1.0,0,62,HybridEvaluator=0.0
1304430165.txt,0,75,75,1,Y,Y,1.0,0,75,HybridEvaluator=0.1650329828262329
1625069618.txt,0,28,28,2,N,Y,1.0,0,28,HybridEvaluator=0.0
2056365119.txt,0,47,47,1,Y,Y,1.0,0,47,HybridEvaluator=0.09444668143987656
1827570849.txt,0,103,103,2,Y,Y,1.0,0,103,HybridEvaluator=0.08953627402132208
233294772.txt,0,115,115,1,Y,Y,1.0,0,115,HybridEvaluator=0.06878451364380973
1512288905.txt,0,138,138,1,Y,Y,1.0,0,138,HybridEvaluator=0.20186354480158603
392766455.txt,0,134,134,1,Y,Y,1.0,0,134,HybridEvaluator=0.13485216976704387
1736494668.txt,0,128,128,1,Y,Y,1.0,0,128,HybridEvaluator=0.11637529824218139
1392267231.txt,0,334,334,1,Y,Y,1.0,0,334,HybridEvaluator=0.1382292725239085
1478470140.txt,0,246,246,2,Y,Y,1.0,0,246,HybridEvaluator=0.14271979530652365
1410835761.txt,0,96,96,1,Y,Y,1.0,0,96,HybridEvaluator=0.07970379970290443
1521942455.txt,0,71,71,3,Y,Y,1.0,0,71,HybridEvaluator=0.06300278504689534
34755032.txt,0,80,80,1,Y,Y,1.0,0,80,HybridEvaluator=0.06827308535575867
1656241952.txt,0,66,66,1,Y,Y,1.0,0,66,HybridEvaluator=0.21207962036132813
593745240.txt,0,168,168,2,Y,Y,1.0,0,168,HybridEvaluator=0.14719715994101948
755533611.txt,0,183,183,2,Y,Y,1.0,0,183,HybridEvaluator=0.059593447617122104
